City Name,city,cloudiness,country,date,humidity,latitude,longitude,max temp,wind speed,date only
antofagasta,Antofagasta,90,CL,2019-07-02 14:56:17,87,-23.65,-70.4,55.4,3.36,2019-07-02
katobu,Katobu,100,ID,2019-07-02 14:56:18,97,-4.94,122.53,72.02,2.15,2019-07-02
santa fe,Santa Fe,0,AR,2019-07-02 14:51:32,61,-31.62,-60.7,60.01,8.01,2019-07-02
wakkanai,Wakkanai,100,JP,2019-07-02 14:56:18,98,45.41,141.67,53.84,9.37,2019-07-02
kentau,Kentau,100,KZ,2019-07-02 14:56:18,41,43.52,68.5,75.26,6.93,2019-07-02
rawson,Rawson,2,AR,2019-07-02 14:56:18,61,-43.3,-65.11,39.62,29.66,2019-07-02
sao sebastiao,Sao Sebastiao,0,BR,2019-07-02 14:56:18,83,-3.15,-58.36,84.2,3.36,2019-07-02
husavik,Husavik,73,CA,2019-07-02 14:56:19,60,50.56,-96.99,70,10,2019-07-02
oktyabrskiy,Oktyabrskiy,0,RU,2019-07-02 14:56:19,43,55.61,37.97,73.4,11.18,2019-07-02
sao joao da barra,Sao Joao da Barra,0,BR,2019-07-02 14:56:19,48,-21.64,-41.05,82.4,13.87,2019-07-02
qingdao,Qingdao,0,CN,2019-07-02 14:56:19,73,36.09,120.35,73.4,6.71,2019-07-02
beloha,Beloha,0,MG,2019-07-02 14:56:19,62,-25.17,45.06,74.54,8.57,2019-07-02
purpe,Purpe,35,RU,2019-07-02 14:56:20,46,64.48,76.69,78.32,7.27,2019-07-02
matara,Matara,2,BI,2019-07-02 14:56:20,57,-3.48,29.48,62.66,1.41,2019-07-02
diplo,Diplo,0,PK,2019-07-02 14:56:20,58,24.47,69.59,89.48,18.39,2019-07-02
changli,Changli,95,CN,2019-07-02 14:56:20,58,30.54,105.42,80.66,1.79,2019-07-02
nyurba,Nyurba,0,RU,2019-07-02 14:56:20,55,63.29,118.35,51.32,7.92,2019-07-02
micheweni,Micheweni,0,TZ,2019-07-02 14:56:20,76,-4.97,39.83,79.76,16.67,2019-07-02
ban tak,Ban Tak,100,TH,2019-07-02 14:56:21,93,17.04,99.08,70.58,4.52,2019-07-02
mecca,Mecca,24,SA,2019-07-02 14:56:21,25,21.43,39.83,94.7,17.22,2019-07-02
unity,Unity,34,CA,2019-07-02 14:56:21,77,52.44,-109.15,55.99,7,2019-07-02
obo,Obo,46,CF,2019-07-02 14:56:21,90,5.39,26.49,79.94,1.63,2019-07-02
smirnykh,Smirnykh,89,RU,2019-07-02 14:56:21,99,49.74,142.83,43.94,3,2019-07-02
qiongshan,Qiongshan,75,CN,2019-07-02 14:56:22,88,20.01,110.35,82.4,15.66,2019-07-02
inhambane,Inhambane,40,MZ,2019-07-02 14:56:22,57,-23.87,35.38,75.2,13.87,2019-07-02
kattivakkam,Kattivakkam,75,IN,2019-07-02 14:56:22,75,13.22,80.32,89.6,13.87,2019-07-02
taoudenni,Taoudenni,33,ML,2019-07-02 14:56:22,5,22.68,-3.98,115.76,13.33,2019-07-02
nhulunbuy,Nhulunbuy,40,AU,2019-07-02 14:56:22,88,-12.18,136.78,69.8,4.7,2019-07-02
nuuk,Nuuk,75,GL,2019-07-02 14:56:23,66,64.17,-51.74,48.2,2.24,2019-07-02
iaciara,Iaciara,0,BR,2019-07-02 14:56:23,31,-14.1,-46.63,83,5.32,2019-07-02
lasa,Lasa,0,CY,2019-07-02 14:56:23,40,34.92,32.53,87.8,19.46,2019-07-02
carpinteria,Carpinteria,1,US,2019-07-02 14:53:39,77,34.4,-119.52,69.01,3.36,2019-07-02
gorontalo,Gorontalo,100,ID,2019-07-02 14:56:23,88,0.54,123.06,75.26,1.86,2019-07-02
shu,Shu,9,KZ,2019-07-02 14:56:23,16,43.6,73.76,85.16,25.23,2019-07-02
netrakona,Netrakona,76,BD,2019-07-02 14:56:24,88,24.88,90.72,81.56,8.43,2019-07-02
flin flon,Flin Flon,75,CA,2019-07-02 14:56:24,87,54.77,-101.88,50,10.29,2019-07-02
pochutla,Pochutla,40,MX,2019-07-02 14:56:24,69,15.74,-96.47,86,2.46,2019-07-02
gracac,Gracac,0,RS,2019-07-02 14:56:24,41,43.65,20.83,95,5.82,2019-07-02
karoi,Karoi,0,ZW,2019-07-02 14:56:24,34,-16.82,29.68,73.1,3.42,2019-07-02
saint-joseph,Saint-Joseph,0,FR,2019-07-02 14:56:25,62,43.56,6.97,93.2,6.93,2019-07-02
vanimo,Vanimo,11,PG,2019-07-02 14:56:25,77,-2.67,141.3,82.46,6.98,2019-07-02
kishtwar,Kishtwar,3,IN,2019-07-02 14:56:25,61,33.31,75.77,53.48,3.6,2019-07-02
papara,Papara,40,BR,2019-07-02 14:56:25,62,-3.98,-38.73,84.2,16.11,2019-07-02
lar,Lar,0,IR,2019-07-02 14:56:25,12,27.66,54.32,107.6,11.41,2019-07-02
mahanoro,Mahanoro,43,MG,2019-07-02 14:56:26,98,-19.9,48.8,63.56,1.52,2019-07-02
barabai,Barabai,100,ID,2019-07-02 14:56:26,83,-2.59,115.38,78.14,2.62,2019-07-02
touros,Touros,75,BR,2019-07-02 14:53:12,66,-5.2,-35.46,84.2,11.41,2019-07-02
bendigo,Bendigo,27,AU,2019-07-02 14:53:09,63,-36.76,144.28,44.01,2.06,2019-07-02
kalemie,Kalemie,0,CD,2019-07-02 14:56:26,40,-5.95,29.2,78.86,5.7,2019-07-02
broken hill,Broken Hill,0,AU,2019-07-02 14:56:26,45,-31.97,141.45,48.2,7.63,2019-07-02
palana,Palana,100,RU,2019-07-02 14:56:26,92,59.08,159.95,47.54,11.45,2019-07-02
hokitika,Hokitika,100,NZ,2019-07-02 14:56:27,96,-42.72,170.96,55.1,24.61,2019-07-02
villa san giovanni,Villa San Giovanni,0,IT,2019-07-02 14:56:27,30,45.52,9.23,96.01,5.82,2019-07-02
le port,Le Port,100,FR,2019-07-02 14:56:27,85,42.87,1.37,86,5.01,2019-07-02
vardo,Vardo,40,US,2019-07-02 14:56:27,54,39.62,-77.74,84.99,6.93,2019-07-02
oussouye,Oussouye,0,SN,2019-07-02 14:56:27,59,12.49,-16.54,93.2,4.7,2019-07-02
iwaki,Iwaki,100,JP,2019-07-02 14:56:28,95,37.05,140.89,70,3.65,2019-07-02
ubinskoye,Ubinskoye,91,RU,2019-07-02 14:56:28,87,55.31,79.68,65.18,6.44,2019-07-02
vila,Vila,0,IT,2019-07-02 14:56:28,27,45.18,8.4,97,10.29,2019-07-02
salisbury,Salisbury,40,GB,2019-07-02 14:53:24,42,51.07,-1.8,73,10.29,2019-07-02
rockport,Rockport,75,US,2019-07-02 14:56:28,70,28.02,-97.05,88,8.05,2019-07-02
akdepe,Akdepe,75,TM,2019-07-02 14:56:29,24,42.05,59.39,82.4,18.34,2019-07-02
banda aceh,Banda Aceh,82,ID,2019-07-02 14:56:29,70,5.56,95.32,85.34,15.37,2019-07-02
daru,Daru,100,PG,2019-07-02 14:56:29,88,-9.07,143.21,71.84,5.84,2019-07-02
bom jesus,Bom Jesus,0,BR,2019-07-02 14:56:29,30,-9.08,-44.36,88.94,7.81,2019-07-02
